edad,ingreso_anual,propiedad_vivienda,antiguedad_empleo,intencion_credito,grado_credito,monto_credito,tasa_interes,estado_credito,procentaje_de_ingreso,incumplimiento_historico,historial_crediticio
29,67992,hipoteca,0,mejora_hogar,A,2000,7.43,0,0.03,N,7
28,30000,alquiler,12,medico,D,10000,17.58,1,0.33,N,5
28,30000,alquiler,3,personal,A,10000,8.9,1,0.33,N,5
31,68000,propia,1,emprendimiento,A,8000,7.9,0,0.12,N,5
27,68000,hipoteca,0,mejora_hogar,C,3000,14.65,0,0.04,Y,10
27,30000,alquiler,3,medico,D,10000,17.58,1,0.33,N,6
35,68000,hipoteca,19,personal,E,32000,19.03,0,0.47,Y,7
27,68000,propia,11,personal,A,20000,7.9,0,0.29,N,9
29,68000,hipoteca,14,educacion,A,20000,8.9,0,0.29,N,5
33,68000,hipoteca,15,personal,A,18000,7.9,0,0.26,N,10
31,68000,hipoteca,2,personal,B,12000,12.69,0,0.18,N,9
34,68000,hipoteca,17,personal,D,10000,16.29,0,0.15,N,9
28,68000,hipoteca,7,emprendimiento,B,2500,11.71,0,0.04,N,7
28,30000,alquiler,0,emprendimiento,D,10000,14.54,1,0.33,N,7
27,30000,alquiler,0,personal,C,10000,12.68,1,0.33,N,9
27,68000,hipoteca,4,mejora_hogar,D,30000,15.99,0,0.44,N,7
30,68000,hipoteca,11,educacion,B,6000,10.59,0,0.09,N,7
28,30000,alquiler,7,emprendimiento,B,10000,10.38,1,0.33,N,5
29,68000,hipoteca,11,educacion,A,4000,5.99,0,0.06,N,5
29,30000,alquiler,3,educacion,E,10000,16.82,1,0.33,N,7
30,30000,alquiler,2,emprendimiento,C,10000,,1,0.33,N,7
28,68000,hipoteca,7,educacion,A,3000,5.42,0,0.04,N,10
29,68000,hipoteca,2,medico,C,5000,12.99,0,0.07,N,9
33,68000,hipoteca,8,personal,B,3500,11.99,0,0.05,N,10
31,30000,alquiler,1,personal,C,10000,13.48,1,0.33,N,8
27,68000,hipoteca,6,educacion,C,2000,13.8,0,0.03,N,5
31,68000,hipoteca,2,consolidar_deudas,B,18000,10,0,0.26,N,10
27,30000,alquiler,0,personal,D,10000,15.31,1,0.33,N,7
35,62000,hipoteca,9,mejora_hogar,B,13000,9.25,1,0.21,N,10
31,30000,alquiler,0,mejora_hogar,A,10000,8.94,1,0.33,N,10
30,68000,hipoteca,2,educacion,C,6000,13.72,0,0.09,N,5
28,30000,alquiler,0,consolidar_deudas,A,10000,9.32,1,0.33,N,7
31,68000,hipoteca,15,personal,A,13600,7.88,0,0.2,N,9
31,30000,alquiler,2,consolidar_deudas,A,10000,8.63,1,0.33,N,5
33,30000,alquiler,11,medico,C,10000,11.03,1,0.33,N,6
28,68000,hipoteca,12,emprendimiento,C,3250,13.23,0,0.05,N,7
28,68000,hipoteca,12,personal,C,15000,,0,0.22,N,8
32,68000,hipoteca,1,medico,B,6100,10.25,0,0.09,N,7
34,30636,alquiler,4,personal,B,10000,10.37,1,0.33,N,5
29,68000,hipoteca,9,medico,C,3000,12.73,0,0.04,N,9
35,62000,hipoteca,15,consolidar_deudas,D,10000,15.33,1,0.16,N,10
29,68000,hipoteca,14,personal,C,15000,12.73,0,0.22,Y,6
27,68000,hipoteca,3,emprendimiento,A,10800,7.88,0,0.16,N,8
33,68000,hipoteca,15,emprendimiento,B,5000,12.18,0,0.07,N,10
29,68000,hipoteca,13,educacion,A,10000,7.74,0,0.15,N,7
31,68000,propia,8,emprendimiento,B,10000,,0,0.15,N,7
33,68000,hipoteca,9,educacion,B,2100,12.53,0,0.03,N,9
27,31200,alquiler,3,educacion,C,10000,13.99,1,0.32,N,10
29,68000,OTHER,0,emprendimiento,B,16000,11.89,0,0.24,N,7
34,68000,hipoteca,1,educacion,C,15000,11.78,0,0.22,N,5
28,68000,propia,0,educacion,C,12000,12.09,0,0.18,Y,9
27,31200,alquiler,4,medico,A,10000,8,1,0.32,N,9
29,31500,alquiler,11,educacion,A,10000,7.29,1,0.32,N,6
27,32000,alquiler,6,educacion,B,10000,12.42,1,0.31,N,8
27,68004,hipoteca,2,personal,B,6000,11.86,0,0.09,N,6
29,68004,hipoteca,9,personal,B,10000,10.99,0,0.15,N,9
31,68004,hipoteca,15,medico,B,6000,10.95,0,0.09,N,9
29,68004,hipoteca,13,personal,B,3500,12.21,0,0.05,N,9
34,68340,hipoteca,9,mejora_hogar,B,25000,10.99,0,0.37,N,10
31,68400,hipoteca,3,educacion,B,15000,11.71,0,0.22,N,5
27,68400,propia,0,educacion,C,5000,12.99,0,0.07,N,8
27,32890,alquiler,5,educacion,B,10000,10.95,0,0.3,N,5
29,32997,alquiler,7,consolidar_deudas,A,10000,5.79,0,0.3,N,7
32,33078,alquiler,4,personal,A,10000,7.51,0,0.3,N,8
27,33200,alquiler,0,medico,B,10000,11.71,0,0.3,N,5
32,62500,hipoteca,3,personal,C,3800,13.11,1,0.06,N,10
27,33600,alquiler,3,consolidar_deudas,C,10000,14.72,0,0.3,N,8
28,68553,hipoteca,1,mejora_hogar,C,15000,13.85,0,0.22,Y,10
28,33900,alquiler,6,educacion,D,10000,15.58,0,0.29,N,6
27,68700,propia,0,personal,A,10000,6.92,0,0.15,N,6
30,34000,alquiler,14,mejora_hogar,D,10000,14.54,1,0.29,Y,6
32,68800,hipoteca,13,educacion,A,4800,,0,0.07,N,6
33,34000,alquiler,7,consolidar_deudas,C,10000,14.22,0,0.29,N,9
28,68804,hipoteca,1,educacion,A,22000,6.99,0,0.32,N,6
27,68808,hipoteca,2,emprendimiento,C,20000,,0,0.29,Y,6
28,34000,alquiler,4,personal,D,10000,14.74,0,0.29,N,9
27,29000,alquiler,2,personal,B,10000,12.69,1,0.34,N,10
28,35000,alquiler,4,personal,D,10000,16.77,0,0.29,Y,8
28,35000,alquiler,12,personal,D,10000,16.29,0,0.29,N,5
27,35000,alquiler,11,emprendimiento,A,10000,8.49,0,0.29,N,6
28,69000,hipoteca,9,medico,B,4000,9.91,0,0.06,N,6
33,29000,alquiler,0,emprendimiento,C,10000,13.06,1,0.34,Y,9
30,35000,alquiler,6,personal,A,10000,5.79,0,0.29,N,9
33,69000,hipoteca,7,mejora_hogar,A,4000,5.99,0,0.06,N,7
27,35000,alquiler,3,medico,B,10000,9.88,0,0.29,N,8
30,69000,hipoteca,13,emprendimiento,B,10000,9.99,0,0.14,N,9
33,35000,alquiler,2,consolidar_deudas,C,10000,13.48,0,0.29,Y,10
27,35000,alquiler,5,emprendimiento,C,10000,13.48,0,0.29,N,10
33,69000,hipoteca,17,educacion,B,7200,10.74,0,0.1,N,7
28,35000,alquiler,5,medico,D,10000,14.61,0,0.29,N,7
28,63000,hipoteca,5,consolidar_deudas,C,9000,13.72,1,0.14,Y,9
33,69000,hipoteca,5,consolidar_deudas,A,20000,6.54,0,0.29,N,6
29,69000,propia,11,personal,B,6000,11.12,0,0.09,N,5
30,35000,alquiler,5,medico,B,10000,12.21,0,0.29,N,6
29,69000,hipoteca,5,mejora_hogar,A,14000,7.51,0,0.2,N,5
28,69000,propia,11,mejora_hogar,B,6000,11.86,0,0.09,N,9
31,29000,alquiler,0,consolidar_deudas,E,10000,13.75,1,0.34,N,8
34,29004,alquiler,9,educacion,B,10000,11.83,1,0.34,N,5
27,29238,alquiler,8,mejora_hogar,C,10000,12.99,1,0.34,N,6
29,69000,hipoteca,13,medico,B,15000,10.62,0,0.22,N,6
31,29400,alquiler,2,medico,D,10000,13.87,1,0.34,N,6
28,69000,hipoteca,12,consolidar_deudas,B,10000,9.88,0,0.14,N,8
34,63000,propia,5,emprendimiento,G,20500,20.9,1,0.33,Y,8
34,35665,alquiler,2,personal,B,10000,10.08,0,0.28,N,6
28,69000,hipoteca,2,educacion,A,10000,8.94,0,0.14,N,8
29,36000,alquiler,5,personal,C,10000,,0,0.28,Y,6
28,63000,hipoteca,3,consolidar_deudas,D,11200,14.42,1,0.18,Y,7
31,36000,alquiler,3,personal,B,10000,10.65,0,0.28,N,5
29,69000,hipoteca,6,personal,D,18000,12.61,0,0.26,N,9
32,36000,alquiler,,emprendimiento,B,10000,11.99,0,0.28,N,9
28,36000,alquiler,0,consolidar_deudas,B,10000,11.11,0,0.28,N,5
27,30000,alquiler,4,educacion,B,10000,10.74,1,0.33,N,10
34,69500,hipoteca,4,mejora_hogar,B,15000,,0,0.22,N,6
27,69500,hipoteca,11,medico,A,14750,7.49,0,0.21,N,9
27,30000,alquiler,1,mejora_hogar,D,10000,,1,0.33,Y,6
27,36000,alquiler,3,personal,E,10000,17.19,0,0.28,Y,7
27,69592,hipoteca,4,medico,B,6500,10.74,0,0.09,N,10
35,63600,hipoteca,5,consolidar_deudas,B,4800,12.42,1,0.08,N,6
33,69600,hipoteca,17,personal,B,16000,11.99,0,0.23,N,8
28,36000,alquiler,13,medico,A,10000,8.59,0,0.28,N,9
27,69638,hipoteca,5,educacion,B,16725,10.74,0,0.24,N,9
27,69830,propia,3,educacion,E,15000,16.45,0,0.21,Y,5
32,69900,hipoteca,16,personal,B,18000,11.49,0,0.26,N,8
31,30000,alquiler,4,consolidar_deudas,D,10000,14.42,1,0.33,N,9
28,69900,hipoteca,6,emprendimiento,A,12000,7.49,0,0.17,N,10
33,69930,hipoteca,5,consolidar_deudas,A,6300,7.14,0,0.09,N,10
27,69936,hipoteca,11,consolidar_deudas,A,8000,7.66,0,0.11,N,10
27,69960,hipoteca,3,personal,A,10000,,0,0.14,N,9
33,69996,hipoteca,11,medico,B,3200,9.99,0,0.05,N,8
30,36996,alquiler,5,educacion,A,10000,8.9,0,0.27,N,6
30,37000,alquiler,2,emprendimiento,A,10000,7.88,0,0.27,N,6
29,37000,alquiler,1,medico,C,10000,12.53,0,0.27,N,5
29,69996,hipoteca,11,educacion,A,3400,6.39,0,0.05,N,6
27,69996,hipoteca,0,mejora_hogar,B,6000,10.75,0,0.09,N,10
32,37965,alquiler,3,personal,A,10000,9.63,0,0.26,N,6
30,69996,propia,14,emprendimiento,C,6000,14.26,0,0.09,N,8
28,69996,hipoteca,1,mejora_hogar,B,7200,11.83,0,0.1,N,10
28,38000,alquiler,0,consolidar_deudas,A,10000,8.49,0,0.26,N,7
30,69996,hipoteca,14,personal,B,11250,12.21,0,0.16,N,10
33,64000,hipoteca,8,emprendimiento,C,12000,,1,0.19,N,9
27,38000,alquiler,0,emprendimiento,B,10000,9.76,0,0.26,N,5
35,38004,alquiler,4,medico,B,10000,9.99,0,0.26,N,7
28,38004,alquiler,4,consolidar_deudas,C,10000,13.61,0,0.26,N,7
31,70000,hipoteca,9,medico,A,18000,8.9,0,0.26,N,10
30,70000,hipoteca,7,consolidar_deudas,A,10000,,0,0.14,N,7
30,70000,hipoteca,6,mejora_hogar,B,18000,,0,0.26,N,7
27,38400,alquiler,5,medico,C,10000,15.23,0,0.26,Y,7
34,38400,alquiler,3,medico,A,10000,7.49,0,0.26,N,6
27,70000,hipoteca,11,personal,C,3000,,0,0.04,Y,8
27,70000,hipoteca,9,educacion,A,16000,7.9,0,0.23,N,7
31,70000,hipoteca,0,medico,A,3000,8.9,0,0.04,N,8
32,38400,alquiler,1,emprendimiento,B,10000,10.39,0,0.26,N,10
30,70000,hipoteca,4,medico,B,10200,12.42,0,0.15,N,6
30,70000,hipoteca,9,medico,A,7000,8.9,0,0.1,N,9
28,70000,propia,6,emprendimiento,D,14000,16.29,0,0.2,Y,8
28,70000,hipoteca,7,educacion,C,15000,14.65,0,0.21,N,10
35,39000,alquiler,2,medico,B,10000,10.25,0,0.26,N,5
28,70000,hipoteca,7,educacion,A,8000,6.62,0,0.11,N,5
34,70000,hipoteca,6,educacion,E,22000,19.91,0,0.31,Y,8
34,39312,alquiler,5,personal,D,10000,15.7,0,0.25,N,7
32,70000,hipoteca,8,personal,C,1800,14.65,0,0.03,Y,6
27,70000,hipoteca,3,mejora_hogar,A,5200,7.51,0,0.07,N,10
30,70000,hipoteca,5,medico,B,31825,12.69,0,0.45,N,8
27,39996,alquiler,3,personal,D,10000,15.37,0,0.25,Y,8
29,70000,hipoteca,11,educacion,C,6000,14.27,0,0.09,Y,7
27,40000,alquiler,4,emprendimiento,D,10000,,0,0.25,N,7
35,70000,hipoteca,0,medico,B,12000,11.71,0,0.17,N,10
27,70000,hipoteca,8,emprendimiento,B,12000,9.91,0,0.17,N,6
27,70000,hipoteca,1,consolidar_deudas,C,5500,13.49,0,0.08,Y,10
31,70000,hipoteca,11,emprendimiento,A,4500,7.9,0,0.06,N,8
30,70000,hipoteca,6,mejora_hogar,B,12800,,0,0.18,N,7
28,70000,hipoteca,4,consolidar_deudas,B,5000,11.71,0,0.07,N,8
28,40000,alquiler,0,educacion,B,10000,12.42,0,0.25,N,5
30,70000,hipoteca,14,educacion,B,8000,9.91,0,0.11,N,5
30,40000,alquiler,11,consolidar_deudas,B,10000,10.65,0,0.25,N,5
28,70000,hipoteca,2,emprendimiento,A,5600,6.62,0,0.08,N,5
27,34000,alquiler,3,medico,D,10000,16.77,1,0.29,N,7
34,70000,hipoteca,5,emprendimiento,C,4600,14.79,0,0.07,N,7
29,70000,propia,13,personal,D,25000,15.62,0,0.36,Y,9
27,34000,alquiler,3,emprendimiento,C,10000,13.49,1,0.29,N,10
33,70000,hipoteca,2,consolidar_deudas,A,3700,5.99,0,0.05,N,6
27,70000,hipoteca,11,personal,A,5600,5.42,0,0.08,N,7
28,70000,hipoteca,,consolidar_deudas,A,24000,5.99,0,0.34,N,5
33,70000,propia,17,emprendimiento,A,24000,7.49,0,0.34,N,6
29,70000,hipoteca,6,consolidar_deudas,B,4200,10.99,0,0.06,N,9
35,70000,hipoteca,14,mejora_hogar,B,20000,11.49,0,0.29,N,10
30,70000,hipoteca,4,mejora_hogar,D,10000,16.89,0,0.14,Y,5
27,54400,hipoteca,11,medico,D,3000,,1,0.05,Y,5
27,70000,hipoteca,11,personal,A,3000,5.42,0,0.04,N,7
32,70000,propia,12,emprendimiento,A,3000,7.49,0,0.04,N,5
33,34000,alquiler,4,medico,D,10000,15.33,1,0.29,Y,8
34,70000,propia,0,mejora_hogar,B,10000,10.99,0,0.14,N,9
27,40000,alquiler,4,personal,D,10000,,0,0.25,Y,6
27,40000,alquiler,10,consolidar_deudas,B,10000,11.36,0,0.25,N,5
29,70000,hipoteca,13,medico,A,10000,6.99,0,0.14,N,5
29,34000,alquiler,0,consolidar_deudas,B,10000,12.53,1,0.29,N,6
32,70000,hipoteca,7,personal,A,6000,5.42,0,0.09,N,6
27,34000,alquiler,0,personal,D,10000,15.37,1,0.29,Y,5
28,70000,hipoteca,3,consolidar_deudas,A,8000,8.49,0,0.11,N,9
28,54400,hipoteca,12,medico,C,18000,12.99,1,0.28,Y,8
31,70000,hipoteca,9,medico,A,6000,7.49,0,0.09,N,7
27,70000,hipoteca,5,consolidar_deudas,A,15000,7.49,0,0.21,N,8
29,70000,hipoteca,9,consolidar_deudas,B,8500,11.14,0,0.12,N,10
27,70000,hipoteca,0,medico,B,33000,,0,0.47,N,7
29,70000,hipoteca,3,consolidar_deudas,B,20000,,0,0.29,N,8
31,40000,alquiler,2,emprendimiento,C,10000,11.41,0,0.25,N,5
27,40992,alquiler,0,medico,C,10000,14.27,0,0.24,Y,6
32,70000,hipoteca,5,emprendimiento,A,14000,7.49,0,0.2,N,10
28,70000,hipoteca,13,mejora_hogar,A,5000,6.99,0,0.07,N,7
34,41300,alquiler,18,educacion,C,10000,13.48,0,0.24,Y,6
27,41500,alquiler,0,medico,C,10000,11.09,0,0.24,Y,6
29,70000,hipoteca,12,mejora_hogar,A,7000,7.66,0,0.1,N,10
29,70000,hipoteca,5,consolidar_deudas,B,3000,9.63,0,0.04,N,9
27,54400,hipoteca,,medico,D,15000,15.65,1,0.23,Y,9
34,70000,hipoteca,5,emprendimiento,A,6000,,0,0.09,N,6
30,42000,alquiler,4,medico,C,10000,16.11,0,0.24,N,9
32,70000,hipoteca,3,emprendimiento,A,4000,5.79,0,0.06,N,5
27,70000,hipoteca,11,consolidar_deudas,A,25000,7.66,0,0.36,N,5
29,70000,hipoteca,0,educacion,A,8000,,0,0.11,N,9
31,54400,hipoteca,1,medico,D,27050,14.54,1,0.42,N,7
30,42000,alquiler,4,emprendimiento,A,10000,,0,0.24,N,9
30,42000,alquiler,2,medico,A,10000,,0,0.24,N,7
27,42000,alquiler,1,educacion,A,10000,,0,0.24,N,8
28,42000,alquiler,12,educacion,A,10000,9.32,0,0.24,N,9
28,42500,alquiler,2,consolidar_deudas,A,10000,7.88,0,0.24,N,6
27,43000,alquiler,11,medico,B,10000,12.42,0,0.23,N,9
34,70000,hipoteca,14,personal,E,14000,16.4,0,0.2,N,6
28,70000,propia,4,personal,D,25000,15.57,0,0.36,N,9
31,70000,hipoteca,4,medico,A,12000,6.91,0,0.17,N,7
31,70000,hipoteca,3,personal,A,8400,6.91,0,0.12,N,9
27,70000,propia,2,mejora_hogar,B,2250,10.36,0,0.03,N,7
27,70000,hipoteca,8,medico,A,1300,5.79,0,0.02,N,9
27,70000,hipoteca,11,consolidar_deudas,A,1000,6.54,0,0.01,N,5
27,43080,alquiler,7,personal,C,10000,13.98,0,0.23,N,9
34,70000,hipoteca,13,consolidar_deudas,A,20000,6.54,0,0.29,N,5
27,43200,alquiler,4,educacion,A,10000,7.49,0,0.23,N,10
27,70000,hipoteca,4,mejora_hogar,D,8000,14.46,0,0.11,N,7
31,43288,alquiler,7,medico,B,10000,10.74,0,0.23,N,5
31,70000,hipoteca,5,educacion,A,4000,6.54,0,0.06,N,7
33,43337,alquiler,17,personal,A,10000,6.92,0,0.23,N,6
29,70000,propia,13,emprendimiento,A,13000,6.91,0,0.19,N,8
30,70000,hipoteca,6,mejora_hogar,A,10200,6.91,0,0.15,N,8
27,44000,alquiler,12,medico,D,10000,16.77,0,0.23,N,9
30,54400,hipoteca,3,medico,A,23500,6.91,1,0.37,N,7
33,70000,hipoteca,0,mejora_hogar,C,14000,12.61,0,0.2,Y,10
35,44000,alquiler,8,consolidar_deudas,A,10000,6.54,0,0.23,N,6
35,38469,alquiler,0,mejora_hogar,C,10000,12.23,1,0.26,Y,7
29,45000,alquiler,4,emprendimiento,B,10000,12.42,0,0.22,N,7
32,70000,hipoteca,16,mejora_hogar,A,9000,7.14,0,0.13,N,10
30,70000,hipoteca,15,personal,A,12250,7.51,0,0.17,N,6
30,45000,alquiler,5,personal,A,10000,7.51,0,0.22,N,7
34,45000,alquiler,,emprendimiento,B,10000,11.71,0,0.22,N,10
31,45000,alquiler,4,educacion,B,10000,10.65,0,0.22,N,5
28,64000,hipoteca,10,mejora_hogar,E,6000,16.45,1,0.09,Y,9
28,70000,hipoteca,7,medico,A,4000,6.39,0,0.06,N,8
28,45000,alquiler,1,consolidar_deudas,B,10000,9.91,0,0.22,N,6
32,70000,propia,1,medico,A,14400,7.88,0,0.21,N,10
30,70000,hipoteca,15,consolidar_deudas,B,10000,10.75,0,0.14,N,6
29,45000,alquiler,7,medico,B,10000,,0,0.22,N,5
29,70000,hipoteca,7,medico,B,4000,11.86,0,0.06,N,5
28,70000,propia,7,emprendimiento,B,8000,11.49,0,0.11,N,9
31,70000,hipoteca,3,personal,A,8000,7.88,0,0.11,N,5
27,45000,alquiler,1,educacion,C,10000,,0,0.22,N,9
33,54400,hipoteca,2,medico,B,5000,11.86,1,0.08,N,9
35,45000,alquiler,2,emprendimiento,B,10000,10.36,0,0.22,N,5
29,70000,hipoteca,1,educacion,B,20000,9.88,0,0.29,N,10
28,70000,hipoteca,12,personal,A,3000,6.39,0,0.04,N,8
30,70000,hipoteca,0,mejora_hogar,C,15000,12.73,0,0.21,Y,6
28,39000,alquiler,6,medico,D,10000,14.96,1,0.26,N,6
31,64000,hipoteca,14,consolidar_deudas,B,25000,10.62,1,0.39,N,5
27,45000,alquiler,9,consolidar_deudas,A,10000,7.51,0,0.22,N,5
27,45000,alquiler,,medico,C,10000,14.22,0,0.22,Y,6
35,39000,alquiler,2,medico,C,10000,13.16,1,0.26,N,6
30,70000,hipoteca,14,medico,A,6000,,0,0.09,N,7
28,54400,hipoteca,6,medico,D,5000,16.07,1,0.08,N,8
29,39000,alquiler,1,mejora_hogar,D,10000,14.11,1,0.26,Y,7
31,70000,hipoteca,2,medico,B,4625,10.62,0,0.07,N,6
31,70000,hipoteca,16,emprendimiento,A,14000,7.88,0,0.2,N,10
32,70000,hipoteca,7,consolidar_deudas,B,10000,9.88,0,0.14,N,5
35,70000,propia,6,emprendimiento,B,17000,9.88,0,0.24,N,6
30,64000,hipoteca,,consolidar_deudas,B,10000,10.25,1,0.16,N,8
30,45000,alquiler,4,emprendimiento,D,10000,13.36,0,0.22,N,9
27,54400,hipoteca,11,medico,D,11000,15.33,1,0.17,Y,10
29,70000,hipoteca,13,consolidar_deudas,A,6500,7.88,0,0.09,N,9
29,70000,hipoteca,5,consolidar_deudas,C,10000,13.85,0,0.14,N,7
27,45000,alquiler,1,medico,B,10000,9.2,0,0.22,N,10
34,52800,alquiler,2,consolidar_deudas,B,4325,10.75,0,0.08,N,5
33,70000,hipoteca,0,consolidar_deudas,C,3000,13.57,0,0.04,Y,9
31,64000,hipoteca,4,consolidar_deudas,C,5100,13.22,1,0.08,N,10
34,10380,alquiler,,emprendimiento,C,4250,12.68,1,0.41,Y,5
28,35000,alquiler,5,emprendimiento,F,4250,16.96,0,0.12,N,6
34,70000,hipoteca,16,personal,A,4000,7.74,0,0.06,N,5
28,10800,alquiler,0,consolidar_deudas,B,4200,11.83,1,0.39,N,5
31,14400,alquiler,0,consolidar_deudas,C,4200,14.17,1,0.29,Y,8
27,70000,hipoteca,7,emprendimiento,D,8000,16,0,0.11,N,10
33,70000,hipoteca,0,personal,C,5600,13.57,0,0.08,Y,8
28,70000,hipoteca,4,mejora_hogar,B,20000,12.18,0,0.29,N,6
30,39600,alquiler,4,consolidar_deudas,F,10000,20.89,1,0.25,Y,10
31,70000,hipoteca,11,educacion,A,2000,7.4,0,0.03,N,7
29,70000,OTHER,1,personal,B,5000,11.14,0,0.07,N,6
28,70000,hipoteca,11,emprendimiento,E,15000,16,0,0.21,N,7
27,64000,hipoteca,12,educacion,B,6000,,1,0.09,N,6
27,45996,alquiler,3,emprendimiento,C,10000,,0,0.22,Y,5
32,46000,alquiler,16,personal,B,10000,10.59,0,0.22,N,7
35,46000,alquiler,3,medico,E,10000,17.14,0,0.22,N,5
31,46000,alquiler,0,medico,A,10000,7.51,0,0.22,N,7
29,40000,alquiler,1,mejora_hogar,C,10000,13.16,1,0.25,N,7
27,46000,alquiler,1,emprendimiento,A,10000,9.32,0,0.22,N,7
27,70000,propia,0,personal,C,15000,12.84,0,0.21,N,10
28,30000,alquiler,6,emprendimiento,C,4200,15.23,0,0.14,Y,7
34,30000,alquiler,5,emprendimiento,A,4200,5.79,0,0.14,N,5
33,70000,hipoteca,3,emprendimiento,C,20000,12.84,0,0.29,Y,7
27,30000,alquiler,2,emprendimiento,B,4200,12.53,0,0.14,N,10
35,30996,alquiler,18,educacion,C,4200,14.79,0,0.14,Y,6
28,64000,OTHER,11,personal,A,15000,9.63,1,0.23,N,10
31,31500,alquiler,2,medico,B,4200,9.99,0,0.13,N,7
27,32000,alquiler,3,medico,A,4200,8,0,0.13,N,10
28,33600,alquiler,12,educacion,B,4200,10,0,0.13,N,5
27,35000,alquiler,3,personal,A,4200,,0,0.12,N,5
30,36000,alquiler,2,educacion,C,4200,14.27,0,0.12,Y,5
34,64000,hipoteca,13,personal,B,24000,10.71,1,0.38,N,7
28,70000,hipoteca,0,emprendimiento,B,5275,,0,0.08,N,5
28,70000,hipoteca,0,educacion,A,5000,7.43,0,0.07,N,5
29,70008,hipoteca,8,medico,A,5000,5.99,0,0.07,N,5
30,40000,alquiler,0,personal,C,4200,12.68,0,0.1,N,7
33,70116,hipoteca,,personal,B,5000,11.71,0,0.07,N,6
28,40000,alquiler,2,emprendimiento,A,4200,7.51,0,0.1,N,5
32,70197,hipoteca,9,consolidar_deudas,A,4100,7.51,0,0.06,N,6
27,70200,hipoteca,9,mejora_hogar,A,6000,7.29,0,0.09,N,5
28,70254,propia,12,emprendimiento,A,3500,6.62,0,0.05,N,9
28,70356,hipoteca,12,educacion,B,6000,11.11,0,0.09,N,5
27,70392,hipoteca,9,emprendimiento,B,1500,,0,0.02,N,9
32,70400,hipoteca,3,personal,A,13000,7.88,0,0.18,N,9
27,70400,hipoteca,6,personal,C,15000,,0,0.21,Y,9
27,43200,alquiler,4,medico,B,4200,10.74,0,0.1,N,6
32,64500,hipoteca,3,educacion,C,19400,13.11,1,0.3,Y,10
28,64500,hipoteca,1,emprendimiento,C,4000,13.79,1,0.06,Y,8
27,48000,alquiler,4,consolidar_deudas,B,4200,10.74,0,0.09,N,5
34,70596,hipoteca,18,consolidar_deudas,B,10000,11.26,0,0.14,N,9
33,70632,hipoteca,,medico,B,1500,10.65,0,0.02,N,5
30,48500,alquiler,0,medico,B,4200,11.48,0,0.09,N,7
32,52000,alquiler,10,educacion,A,4200,7.51,0,0.08,N,6
32,52000,alquiler,3,educacion,C,4200,13.23,0,0.08,Y,10
28,70834,hipoteca,4,personal,B,20000,12.21,0,0.28,N,9
35,53000,alquiler,2,mejora_hogar,B,4200,11.71,0,0.08,N,6
28,70900,hipoteca,12,educacion,D,25000,15.37,0,0.35,Y,6
28,70920,hipoteca,12,personal,A,7600,6.03,0,0.11,N,9
32,53500,alquiler,1,personal,C,4200,13.98,0,0.08,Y,10
29,54996,alquiler,6,personal,E,4200,15.95,0,0.08,Y,10
29,55044,alquiler,6,mejora_hogar,C,4200,,0,0.08,Y,9
28,71000,hipoteca,4,personal,A,12000,8.49,0,0.17,N,9
30,50650,alquiler,5,personal,B,4200,9.91,1,0.08,N,7
33,71000,hipoteca,4,medico,B,5300,11.49,0,0.07,N,7
32,71000,hipoteca,10,mejora_hogar,A,14000,6.99,0,0.2,N,8
31,60000,alquiler,4,mejora_hogar,A,4200,8.49,0,0.07,N,10
29,60000,alquiler,6,medico,A,4200,8.63,0,0.07,N,10
33,71000,hipoteca,10,mejora_hogar,A,10000,5.79,0,0.14,N,9
33,71000,hipoteca,7,educacion,C,8000,12.68,0,0.11,Y,10
29,71000,hipoteca,4,mejora_hogar,C,11000,13.43,0,0.15,Y,6
28,71000,hipoteca,1,personal,B,20000,,0,0.28,N,8
27,55512,alquiler,11,medico,C,4200,14.26,1,0.08,Y,8
35,61600,alquiler,4,medico,A,4200,7.29,0,0.07,N,9
32,65000,alquiler,2,emprendimiento,C,4200,14.79,0,0.06,N,10
29,71000,propia,13,medico,A,14000,7.14,0,0.2,N,5
33,71000,hipoteca,11,personal,C,6000,14.72,0,0.08,Y,7
29,71000,hipoteca,4,consolidar_deudas,A,4000,7.14,0,0.06,N,9
27,53550,alquiler,3,medico,B,4200,11.99,1,0.07,N,8
32,64000,alquiler,1,educacion,D,4200,,1,0.07,Y,5
27,71000,alquiler,9,consolidar_deudas,B,4200,,0,0.06,N,5
34,70000,alquiler,1,educacion,D,4200,14.61,1,0.06,N,6
30,85000,alquiler,5,medico,A,4200,5.99,0,0.05,N,6
28,71000,hipoteca,1,emprendimiento,B,9800,12.21,0,0.14,N,5
27,93000,alquiler,11,personal,A,4200,5.42,0,0.05,N,6
29,25000,alquiler,0,personal,B,4125,11.71,0,0.17,N,6
28,71007,hipoteca,4,educacion,F,25000,18.62,0,0.35,N,7
34,59000,alquiler,0,educacion,D,4100,14.91,1,0.07,N,10
31,19200,alquiler,0,medico,A,4075,8.32,1,0.21,N,6
27,71352,hipoteca,3,emprendimiento,A,9000,6.54,0,0.13,N,6
34,55000,alquiler,5,educacion,A,4050,,0,0.07,N,9
27,71500,hipoteca,2,educacion,A,15000,,0,0.21,N,8
29,71500,hipoteca,3,consolidar_deudas,B,6000,9.63,0,0.08,N,10
